
#####################################################################################################
###################################MATCHES###########################################################
#####################################################################################################
366 - 369, <Org>
'339834 - 339842, <Location> : Гагаузии' == '<NULL>'
'339872 - 339880, <Location> : Гагаузию' == '<NULL>'
'340103 - 340124, <Location> : Российской Федерацией' == '<NULL>'
'340398 - 340406, <Location> : Гагаузия' == '<NULL>'
'341055 - 341062, <Location> : Комрата' == '<NULL>'
'341541 - 341549, <Location> : Гагаузии' == '<NULL>'
'341771 - 341779, <Location> : Гагаузии' == '<NULL>'
'342008 - 342016, <Location> : Гагаузии' == '<NULL>'
'342444 - 342452, <Location> : Гагаузия' == '<NULL>'
'342499 - 342501, <Location> : РФ' == '<NULL>'
'342504 - 342510, <Location> : Комрат' == '<NULL>'
'342554 - 342561, <Location> : Комрате' == '<NULL>'
'342817 - 342837, <Location> : Российской Федерации' == '<NULL>'
'342921 - 342927, <Location> : Комрат' == '<NULL>'
'343119 - 343121, <Location> : РМ' == '<NULL>'
'343874 - 343876, <Location> : РФ' == '<NULL>'
'344174 - 344194, <Location> : Российской Федерации' == '<NULL>'
'344308 - 344310, <Location> : РФ' == '<NULL>'
'344708 - 344710, <Location> : РФ' == '<NULL>'
'345028 - 345048, <Location> : Российскую Федерацию' == '<NULL>'
'345275 - 345277, <Location> : РФ' == '<NULL>'
'345671 - 345673, <Location> : РФ' == '<NULL>'
'346413 - 346421, <Location> : Саратове' == '<NULL>'
'348731 - 348736, <Location> : Дьёре' == '<NULL>'
'352138 - 352144, <Location> : России' == '352128 - 352153, <Person> : президент России Владимир'
'353236 - 353254, <Location> : Краснодарский край' == '353236 - 353249, <Org> : Краснодарский'
'353637 - 353654, <Location> : Тюменской области' == '353626 - 353646, <Person> : губернатор Тюменской'
'354261 - 354269, <Location> : Байконур' == '<NULL>'
'355285 - 355306, <Location> : Архангельской области' == '<NULL>'
'355534 - 355562, <Location> : западе Архангельской области' == '<NULL>'
'356128 - 356161, <Location> : акватории Унской губы Белого моря' == '<NULL>'
'356163 - 356174, <Location> : Унская губа' == '<NULL>'
'356549 - 356560, <Location> : Унской губе' == '<NULL>'
'356656 - 356677, <Location> : Архангельской области' == '<NULL>'
'356703 - 356715, <Location> : Архангельске' == '<NULL>'
'356795 - 356797, <Location> : РФ' == '<NULL>'
'356888 - 356909, <Location> : Архангельской области' == '<NULL>'
'357705 - 357710, <Location> : Онеги' == '<NULL>'
'357713 - 357721, <Location> : Соловков' == '<NULL>'
'357851 - 357871, <Location> : Российской Федерации' == '<NULL>'
'358081 - 358097, <Location> : Приморского края' == '<NULL>'
'358123 - 358142, <Location> : Воронежской области' == '<NULL>'
'358161 - 358176, <Location> : Курской области' == '<NULL>'
'358199 - 358219, <Location> : Ставропольского края' == '<NULL>'
'358290 - 358306, <Location> : Приморского края' == '358279 - 358301, <Person> : Губернатор Приморского'
'358375 - 358386, <Location> : Свердловске' == '<NULL>'
'358436 - 358467, <Location> : села Сучан Партизанского района' == '<NULL>'
'359022 - 359024, <Location> : РФ' == '<NULL>'
'359275 - 359277, <Location> : РФ' == '<NULL>'
'359435 - 359466, <Location> : Азиатско-Тихоокеанского региона' == '<NULL>'
'359518 - 359537, <Location> : Воронежской области' == '359507 - 359529, <Person> : Губернатор Воронежской'
'359582 - 359603, <Location> : г. Франкфурт-на-Одере' == '<NULL>'
'359605 - 359608, <Location> : ГДР' == '<NULL>'
'359754 - 359774, <Location> : Российской Федерации' == '<NULL>'
'360067 - 360083, <Location> : Хабаровский край' == '<NULL>'
'360151 - 360171, <Location> : Москворецкого района' == '<NULL>'
'360410 - 360415, <Location> : РСФСР' == '<NULL>'
'360577 - 360592, <Location> : Курской области' == '360566 - 360584, <Person> : Губернатор Курской'
'360637 - 360682, <Location> : с. Косоржа Щигровского района Курской области' == '<NULL>'
'360932 - 360934, <Location> : РФ' == '<NULL>'
'361377 - 361379, <Location> : РФ' == '<NULL>'
'361437 - 361457, <Location> : Ставропольского края' == '361426 - 361452, <Person> : Губернатор Ставропольского'
'361490 - 361525, <Location> : г. Георгиевске Ставропольского края' == '<NULL>'
'361555 - 361590, <Location> : г. Буденновске Ставропольского края' == '<NULL>'
'361790 - 361824, <Location> : Ханты-Мансийском автономном округе' == '<NULL>'
'363199 - 363220, <Location> : Архангельской области' == '<NULL>'
'363541 - 363562, <Location> : Архангельской области' == '<NULL>'
'363565 - 363593, <Location> : Ненецкому автономному округу' == '<NULL>'
'363898 - 363933, <Location> : МО «Приморский муниципальный район»' == '<NULL>'
'364153 - 364168, <Location> : земли Поморской' == '<NULL>'
'364217 - 364225, <Location> : Приморья' == '<NULL>'
'364260 - 364275, <Location> : земли Поморской' == '<NULL>'
'364347 - 364365, <Location> : Приморского района' == '<NULL>'
'364368 - 364389, <Location> : Архангельской области' == '<NULL>'
'364479 - 364487, <Location> : Приморья' == '<NULL>'
'364547 - 364565, <Location> : Приморского района' == '<NULL>'
'364655 - 364666, <Location> : д. Рикасиха' == '<NULL>'
'365092 - 365110, <Location> : Приморского района' == '<NULL>'
'365257 - 365275, <Location> : Приморского района' == '<NULL>'
'365310 - 365331, <Location> : Архангельской области' == '<NULL>'
'365430 - 365471, <Location> : муниципальных образований «Лисестровское»' == '<NULL>'
'365474 - 365483, <Location> : «Уемское»' == '<NULL>'
'366118 - 366131, <Location> : с. Заостровье' == '<NULL>'
'366411 - 366429, <Location> : Приморского района' == '<NULL>'
'366931 - 366949, <Location> : Приморского района' == '<NULL>'
'366980 - 366998, <Location> : Приморского района' == '<NULL>'
'367037 - 367058, <Location> : Архангельской области' == '<NULL>'
'367096 - 367114, <Location> : Приморского района' == '<NULL>'
'367189 - 367210, <Location> : Архангельской области' == '<NULL>'
'368008 - 368014, <Location> : Талаги' == '<NULL>'
'368041 - 368078, <Location> : муниципальном образовании «Талажское»' == '<NULL>'
'368218 - 368226, <Location> : Приморья' == '<NULL>'
'368283 - 368289, <Location> : Севере' == '<NULL>'
'370157 - 370178, <Location> : Архангельской области' == '<NULL>'
'370499 - 370520, <Location> : Архангельской области' == '<NULL>'
'370523 - 370551, <Location> : Ненецкому автономному округу' == '<NULL>'
'370856 - 370891, <Location> : МО «Приморский муниципальный район»' == '<NULL>'
'370951 - 370971, <Location> : Российской Федерации' == '<NULL>'
'371111 - 371126, <Location> : земли Поморской' == '<NULL>'
'371175 - 371183, <Location> : Приморья' == '<NULL>'
'371218 - 371233, <Location> : земли Поморской' == '<NULL>'
'371305 - 371323, <Location> : Приморского района' == '<NULL>'
'371326 - 371347, <Location> : Архангельской области' == '<NULL>'
'371437 - 371445, <Location> : Приморья' == '<NULL>'
'371505 - 371523, <Location> : Приморского района' == '<NULL>'
'371613 - 371624, <Location> : д. Рикасиха' == '<NULL>'
'372050 - 372068, <Location> : Приморского района' == '<NULL>'
'372215 - 372233, <Location> : Приморского района' == '<NULL>'
'372268 - 372289, <Location> : Архангельской области' == '<NULL>'
'372388 - 372429, <Location> : муниципальных образований «Лисестровское»' == '<NULL>'
'372432 - 372441, <Location> : «Уемское»' == '<NULL>'
'373076 - 373089, <Location> : с. Заостровье' == '<NULL>'
'373369 - 373387, <Location> : Приморского района' == '<NULL>'
'373889 - 373907, <Location> : Приморского района' == '<NULL>'
'373938 - 373956, <Location> : Приморского района' == '<NULL>'
'373995 - 374016, <Location> : Архангельской области' == '<NULL>'
'374054 - 374072, <Location> : Приморского района' == '<NULL>'
'374147 - 374168, <Location> : Архангельской области' == '<NULL>'
'374999 - 375036, <Location> : муниципальном образовании «Талажское»' == '<NULL>'
'375176 - 375184, <Location> : Приморья' == '<NULL>'
'375241 - 375247, <Location> : Севере' == '<NULL>'
'375492 - 375513, <Location> : Архангельской области' == '<NULL>'
'375834 - 375855, <Location> : Архангельской области' == '<NULL>'
'375858 - 375886, <Location> : Ненецкому автономному округу' == '<NULL>'
'376191 - 376226, <Location> : МО «Приморский муниципальный район»' == '<NULL>'
'376286 - 376306, <Location> : Российской Федерации' == '<NULL>'
'376446 - 376461, <Location> : земли Поморской' == '<NULL>'
'376510 - 376518, <Location> : Приморья' == '<NULL>'
'376553 - 376568, <Location> : земли Поморской' == '<NULL>'
'376640 - 376658, <Location> : Приморского района' == '<NULL>'
'376661 - 376682, <Location> : Архангельской области' == '<NULL>'
'376772 - 376780, <Location> : Приморья' == '<NULL>'
'376840 - 376858, <Location> : Приморского района' == '<NULL>'
'376948 - 376959, <Location> : д. Рикасиха' == '<NULL>'
'377385 - 377403, <Location> : Приморского района' == '<NULL>'
'377550 - 377568, <Location> : Приморского района' == '<NULL>'
'377603 - 377624, <Location> : Архангельской области' == '<NULL>'
'377723 - 377764, <Location> : муниципальных образований «Лисестровское»' == '<NULL>'
'377767 - 377776, <Location> : «Уемское»' == '<NULL>'
'378411 - 378424, <Location> : с. Заостровье' == '<NULL>'
'378704 - 378722, <Location> : Приморского района' == '<NULL>'
'379224 - 379242, <Location> : Приморского района' == '<NULL>'
'379273 - 379291, <Location> : Приморского района' == '<NULL>'
'379330 - 379351, <Location> : Архангельской области' == '<NULL>'
'379389 - 379407, <Location> : Приморского района' == '<NULL>'
'379482 - 379503, <Location> : Архангельской области' == '<NULL>'
'380301 - 380307, <Location> : Талаги' == '<NULL>'
'380334 - 380371, <Location> : муниципальном образовании «Талажское»' == '<NULL>'
'380511 - 380519, <Location> : Приморья' == '<NULL>'
'380576 - 380582, <Location> : Севере' == '<NULL>'
'380757 - 380761, <Location> : СЗФО' == '<NULL>'
'381113 - 381123, <Location> : Ленобласти' == '<NULL>'
'381640 - 381651, <Location> : Севастополе' == '<NULL>'
'381926 - 381944, <Location> : Мурманской области' == '<NULL>'
'382118 - 382122, <Location> : СЗФО' == '<NULL>'
'382188 - 382197, <Location> : Заполярья' == '<NULL>'
'382290 - 382294, <Location> : СЗФО' == '<NULL>'
'382564 - 382579, <Location> : Баренцевом море' == '<NULL>'
'382737 - 382755, <Location> : Мурманской области' == '<NULL>'
'382799 - 382817, <Location> : Мурманская область' == '<NULL>'
'382953 - 382962, <Location> : Мурманске' == '<NULL>'
'383033 - 383037, <Location> : Коми' == '<NULL>'
'383071 - 383087, <Location> : Арктической зоны' == '<NULL>'
'383214 - 383232, <Location> : Мурманская область' == '<NULL>'
'383341 - 383350, <Location> : Заполярья' == '383330 - 383350, <Person> : Губернатор Заполярья'
'384449 - 384458, <Location> : Заполярье' == '384449 - 384458, <Org> : Заполярье'
'384461 - 384470, <Location> : Лапландия' == '<NULL>'
'384717 - 384721, <Location> : СЗФО' == '<NULL>'
'384766 - 384776, <Location> : Ленобласти' == '<NULL>'
'385147 - 385156, <Location> : Мурманска' == '<NULL>'
'385636 - 385646, <Location> : Ленобласти' == '<NULL>'
'385759 - 385761, <Location> : ЕС' == '385759 - 385761, <Org> : ЕС'
'385790 - 385803, <Location> : Северо-Запада' == '<NULL>'
'385860 - 385867, <Location> : Вологде' == '<NULL>'
'386018 - 386031, <Location> : Северо-Запада' == '<NULL>'
'386052 - 386063, <Location> : Вологодчины' == '<NULL>'
